time,lon,lat,rcp26_prcptot_p10,rcp26_prcptot_p50,rcp26_prcptot_p90,rcp45_prcptot_p10,rcp45_prcptot_p50,rcp45_prcptot_p90,rcp85_prcptot_p10,rcp85_prcptot_p50,rcp85_prcptot_p90
1967-01-01,-114.29,49.21,29.19,65.28,96.74,29.19,65.00,96.03,29.19,63.55,96.03
1967-02-01,-114.29,49.21,23.63,48.98,93.42,24.03,48.98,93.42,23.70,48.98,93.42
1967-03-01,-114.29,49.21,29.97,42.00,79.32,29.97,42.69,79.32,29.97,42.19,79.32
1967-04-01,-114.29,49.21,40.55,74.93,121.38,40.55,79.81,121.38,40.55,80.32,121.38
1967-05-01,-114.29,49.21,27.77,67.72,136.24,26.93,70.57,136.93,27.66,72.67,136.93
1967-06-01,-114.29,49.21,47.25,78.90,178.19,46.64,78.90,178.20,47.47,78.90,178.19
1967-07-01,-114.29,49.21,10.08,23.53,76.83,9.81,23.53,78.53,9.93,23.88,78.53
1967-08-01,-114.29,49.21,8.58,33.81,104.68,8.62,32.97,95.37,8.58,33.96,100.53
1967-09-01,-114.29,49.21,20.24,55.34,97.23,20.24,56.07,96.74,20.24,55.85,97.23
1967-10-01,-114.29,49.21,13.11,59.15,89.31,12.81,59.15,88.60,12.77,59.15,88.59
1967-11-01,-114.29,49.21,29.59,66.07,102.60,28.03,67.13,102.60,27.89,65.96,102.60
1967-12-01,-114.29,49.21,20.01,52.21,73.95,20.01,52.87,74.38,20.01,52.87,74.31
1968-01-01,-114.29,49.21,29.50,56.18,107.40,29.66,56.18,107.40,29.53,56.18,107.40
1968-02-01,-114.29,49.21,38.76,54.83,106.69,38.76,54.61,104.47,38.76,55.66,106.20
1968-03-01,-114.29,49.21,19.86,46.78,110.69,20.25,45.55,111.57,20.25,45.52,110.61
1968-04-01,-114.29,49.21,44.47,70.93,146.72,44.47,68.13,146.81,44.47,68.12,148.30
1968-05-01,-114.29,49.21,34.73,80.19,159.92,34.73,82.33,159.17,34.73,82.91,161.03
1968-06-01,-114.29,49.21,42.91,87.28,157.10,40.63,89.21,160.70,43.64,89.21,158.95
1968-07-01,-114.29,49.21,8.79,23.67,75.44,9.40,23.67,77.22,8.86,23.67,83.58
1968-08-01,-114.29,49.21,15.35,47.76,119.77,15.35,43.03,121.63,15.35,43.03,116.68
1968-09-01,-114.29,49.21,23.20,66.40,115.71,23.20,65.51,113.83,23.20,66.61,113.83
1968-10-01,-114.29,49.21,19.18,50.38,76.13,19.51,50.38,75.91,19.40,50.38,76.13
1968-11-01,-114.29,49.21,25.59,56.69,98.64,25.59,54.80,98.64,25.59,54.43,98.64
1968-12-01,-114.29,49.21,33.20,56.22,85.76,34.31,57.23,85.95,33.50,56.74,85.95
1969-01-01,-114.29,49.21,27.76,56.90,99.64,27.42,56.90,99.64,26.83,56.89,99.64
1969-02-01,-114.29,49.21,25.63,54.51,86.67,26.03,54.51,87.33,25.88,54.51,87.78
1969-03-01,-114.29,49.21,34.73,58.99,110.46,34.72,59.73,109.27,34.72,58.71,109.00
1969-04-01,-114.29,49.21,38.65,79.94,111.97,36.44,79.94,117.63,35.58,79.94,117.63
1969-05-01,-114.29,49.21,27.63,79.28,151.17,27.63,83.45,147.99,27.63,85.20,150.84
1969-06-01,-114.29,49.21,46.02,95.43,151.17,46.02,94.47,151.17,46.02,94.47,151.17
1969-07-01,-114.29,49.21,5.73,38.22,83.64,5.73,39.66,88.01,5.73,39.27,90.52
